RoutingNumber|TelegraphicName|CustomerName|City|State|ZipCode
021084429|Talya|Italy Account A/foreign Department|New York|NY|
021084432|Taly|Italy/foreign Department|New York|NY|
021084458|Taly Service|Banca DItalia- Service Account|New York|NY|
021084474|Amaica|Jamaica/foreign Department|New York|NY|
021084513|Apan|Japan/foreign Department|New York|NY|
021084539|Apan Govt|Japan Govt/foreign Department|New York|NY|
021084555|Ordan|Jordan/foreign Department|New York|NY|
021084568|Ordan Aid Account|Jordan Aid Account|New York|NY|
021084571|Enya|Kenya/foreign Department|New York|NY|
021084597|Orea|Korea/foreign Department|New York|NY|
021084610|Orea Fms|Korea Fms/foreign Department|New York|NY|
021084649|Eru Bcrp|Peru Bcrp/foreign Department|New York|NY|
021084665|Atvia Acct Two|Latvia Acct Two/foreign Department|New York|NY|
021084681|Esotho|Lesotho/foreign Department|New York|NY|
021084694|Ebanon|Lebanon/foreign Department|New York|NY|
021084717|Iberia|Central Bank of Liberia|New York|NY|
021084720|Iberia Debt|Central Bank of Liberia Debt Svc Acc|New York|NY|
021084733|Ibya|Central Bank of Libya/foreign Dept|New York|NY|
021084762|Ato Support Agncy|Nato Support Agency|New York|NY|
021084775|Aisse Lxbg|Caisse Lxbg/foreign Department|New York|NY|
021084814|Alawi|Malawi/foreign Department|New York|NY|
021084827|Alawg|Malawi Account G/foreign Department|New York|NY|
021084830|Aldives|Maldives/foreign Department|New York|NY|
021084856|Alaysia|Malaysia/foreign Department|New York|NY|
021084898|Ierra Leone|Sierra Leone/foreign Department|New York|NY|
021084911|Alta|Malta/foreign Department|New York|NY|
021084937|Auritania|Mauritania/foreign Department|New York|NY|
021084953|Auritius|Mauritius/foreign Department|New York|NY|
021084979|Exico|Mexico/foreign Department|New York|NY|
021084995|Orocco|Morocco/foreign Department|New York|NY|
021085017|Epal|Nepal/foreign Department|New York|NY|
021085020|Nb Separate Acct.|De Nederlandsche Bank N.V. Separate|New York|NY|
021085033|Uracao St Maarten|Cb of Curacao and Sint Maarten|New York|NY|
021085059|Etherlands|Netherlands/foreign Department|New York|NY|
021085075|Ew Zealand|New Zealand/foreign Department|New York|NY|
021085114|Entral Bk Nigeria|Central Bank of Nigeria|New York|NY|
021085130|Orway|Norway/foreign Department|New York|NY|
021085143|Orway Fms|Norway Fms/foreign Department|New York|NY|
021085156|Man|Oman/foreign Department|New York|NY|
021085172|Akistan|Pakistan/foreign Department|New York|NY|
021085185|Akistan Fms|Pakistan Fms/foreign Department|New York|NY|
021085211|Apua|Papua/foreign Department|New York|NY|
021085237|Araguay Esf|Paraguay Esf/foreign Department|New York|NY|
021085253|Eru|Peru/foreign Department|New York|NY|
021085295|Hilippines|Philippines/foreign Department|New York|NY|
021085305|Hilippines Fms|Philippines Fms/foreign Department|New York|NY|
021085318|Oland|Poland/foreign Department|New York|NY|
021085334|Ortugal|Portugal/foreign Department|New York|NY|
021085350|Wanda|Rwanda/foreign Department|New York|NY|
021085376|Audi Arabia|Saudi Arabia/foreign Department|New York|NY|
021085389|Ama Fms Sang|Sama Fms Sang/foreign Department|New York|NY|
021085392|Ama|Sama/foreign Department|New York|NY|
021085457|Ceao|Bceao|New York|NY|
021085473|Eychelles|Seychelles/foreign Department|New York|NY|
021085538|On Auth Singapore|Mon Auth Singapore/foreign Dept|New York|NY|
021085554|Olomon Island|Solomon Island/foreign Department|New York|NY|
021085567|Oland S F|Poland S F/foreign Department|New York|NY|
021085596|Outh Africa|South Africa/foreign Department|New York|NY|
021085619|Pain|Spain/foreign Department|New York|NY|
021085693|Waziland|Swaziland/foreign Department|New York|NY|
021085703|Is Sp Young Loan|Bis Sp Young Loan/foreign Department|New York|NY|
021085716|Weden|Sweden/foreign Department|New York|NY|
021085729|Weden Fms|Sweden Fms/foreign Department|New York|NY|
021085732|Is F|Bis F/foreign Department|New York|NY|
021085758|Anama Ifis Pib|Panama Ifis Pib/foreign Department|New York|NY|
021085790|Witzerland|Switzerland/foreign Department|New York|NY|
021085813|Witzerland Fms|Switzerland Fms/foreign Department|New York|NY|
021085855|Hina|China/foreign Department|New York|NY|
021085871|Hina Fms|China Fms/foreign Department|New York|NY|
021085897|Anzania|Tanzania/foreign Department|New York|NY|
021085910|Hailand General|Thailand General/foreign Department|New York|NY|
021085936|Hailand Currency|Thailand Currency/foreign Department|New York|NY|
021085978|Rinidad|Trinidad/foreign Department|New York|NY|
021086003|Rb Tonga|Nrb Tonga/foreign Department|New York|NY|
021086016|Unisia|Tunisia/foreign Department|New York|NY|
021086029|Urkey Us Aid|Turkey Us Aid/foreign Department|New York|NY|
021086032|Urkey|Turkey/foreign Department|New York|NY|
021086058|Ganda|Uganda/foreign Department|New York|NY|
021086061|Ngland 1a|Bank of England - No 1a Account|New York|NY|
021086074|Ngland a|Bk of England A*|New York|NY|
021086139|Er Majesty|Her Majesty/foreign Department|New York|NY|
021086155|Ruguay|Uraguay/foreign Department|New York|NY|
021086184|Anuatu|Vanuatu/foreign Department|New York|NY|
021086197|Enezuela|Venuzeula/foreign Department|New York|NY|
021086236|Entral Bk Yemen|Central Bk Yemen/foreign Department|New York|NY|
021086252|Ank of Yemen|Yemen Foreign Department|New York|NY|
021086278|Ugoslavia|Banque NatL Yougoslavie/foreign|New York|NY|
021086333|Ambia|Zambia/foreign Department|New York|NY|
021086456|Ozambique|Mozambique/foreign Department|New York|NY|
021086553|Adagascar Aid|Bcm Madagascar/foreign Department|New York|NY|
021086582|Hi Pcirb a Ic|Philippines Pcirb Ser A/foreign Dept|New York|NY|
021086595|Hi Pcirb B Ic|Philippines Pcirb Ser B/foreign Dept|New York|NY|
021086647|Ank of the Lao|Bank of the Lao Pdr|New York|NY|
021086663|Yanmar Ramp|Central Bank of Myanmar-Ramp Account|New York|NY|
021086676|Ganda Petroleum|Bank of Uganda Petroleum Fund Accoun|New York|NY|
021086689|Ent Bnk Oman Invs|Central Bank of Oman/foreign Dept|New York|NY|
021086773|Raq Developmt Fd|Central Bank of Iraq-Dev Fund|New York|NY|
021086786|Rgentina Sp One|Argentina Special Acct/foreign Dept|New York|NY|
021086809|Atvijas Acct a|Latvijas Banka Acct A/foreign Dept|New York|NY|
021086838|B of San Marino|Central Bk of the Rep of San Marino|New York|NY|
021086922|Atl Bk Slovakia|National Bank of Slovakia-Opsacct1|New York|NY|
021086935|Icaragua Esaid|Nicaragua Esaid/foreign Department|New York|NY|
021086964|Icaragua Esr Iii|Nicaragua Esr Iii/foreign Department|New York|NY|
021086993|X Import Japan|Japan Bank of Intl Cooperation|New York|NY|
021087044|Sd Par a|Usd Par A/foreign Department|New York|NY|
021087057|Sd Par B|Usd Par B/foreign Department|New York|NY|
021087112|Gu Par Pc|Dgu Par/foreign Department|New York|NY|
021087154|Mk Par Pc|Dmk Par/foreign Department|New York|NY|
021087222|Ra Par Pc|Lra Par Pc/foreign Department|New York|NY|
021087248|Ff Par Pc|Sff Par/foreign Department|New York|NY|
021087277|Brd Aid Funds Ac|Ebrd Aid Funds Account/foreign Dept|New York|NY|
021087329|Elarus|Natl Bank of the Republic of Belarus|New York|NY|
021087361|Cm Madagascar Efm|Bcm-Madagascar/expansion/foreign|New York|NY|
021087439|Sd Par a Ic|Usd Par a Ic/foreign Department|New York|NY|
021087442|Sd Par B Ic|Usd Par B Ic/foreign Department|New York|NY|
021087484|Taly Fms|Banca DItalia- Fms Account|New York|NY|
021087497|Gu Par Ic|Dgu Par Ic/foreign Department|New York|NY|
021087549|Mk Par Ic|Dmk Par Ic/foreign Department|New York|NY|
021087581|Acedonia|Natl Bk of Republic MacEdonia, Ny Ny|New York|NY|
021087594|Ra Par Ic|Lra Par Ic/foreign Department|New York|NY|
021087604|Lovakia|Slovakia/foreign Department|New York|NY|
021087659|Amaica Gojfrdi|Bank of Jaimaca Gojfrdi-25mn Acct|New York|NY|
021087701|En Usd Dis a Ic|Ven Usd Dis a Ic/foreign Department|New York|NY|
021087714|En Usd Dis B Ic|Ven Usd Dis B Ic/foreign Department|New York|NY|
021087727|En Usd Par a Ic|Ven Usd Par a Ic/foreign Department|New York|NY|
021087743|En Usd Par B Ic|Ven Usd Par B Ic/foreign Department|New York|NY|
021087840|Ietuvos Opsacct1|Lietuvos Bankas - Operations Account|New York|NY|
021087879|En Usd Bear F Pc|Ven Usd Bear F Pc/foreign Department|New York|NY|
021087895|En Usd Bear F Ic|Ven Usd Bear F Ic/foreign Department|New York|NY|
021087905|Ru Usd Frn a Ic|Uru Usd Frn a Ic/foreign Department|New York|NY|
021087918|Ru Usd Frn B Ic|Uru Usd Frn B Ic/foreign Department|New York|NY|
021087989|Oland Mof|Republic of Poland Min of Finance|New York|NY|
021088056|Roatia Ramp|Croatian National Bk - Rmp Acct|New York|NY|
021088069|Igeria Acct Two|Federal Govt of Nigeria Acct 2|New York|NY|
021088221|Zerbaijan|Central Bk of the Rep of Azerbaijan|New York|NY|
021088276|Roatia|Croatian National Bank|New York|NY|
021088331|Anama Dis Ic|Panama Dis Ser Bonds Ic Fds/sec Ac|New York|NY|
021088344|Anama Par Ic|Panama Par Ser Bonds Ic Fps/ser Ac|New York|NY|
021088357|Anama Irbs Ic|Panama Irb Ser Bonds Ic Fds/sec Ac|New York|NY|
021088441|Gypt Exchange|Central Bk of Egypt Govt Exchange|New York|NY|
021088535|Ermany Sp One|Deutsche Bundesbank Sp No One|New York|NY|
021088577|Ietnam Par Ic|Vietnam Par Ic Fnds Sec Ac|New York|NY|
021088629|Anzania Mdf|Bk of Tanzania Multilateral Debt Fds|New York|NY|
021088713|Anada Fa Csa Pool|Bank of Canada As F/a - Csa Pool|New York|NY|
021088726|Anada Fa Csa Pldg|Bank of Canada As F/a - Csa Pldg|New York|NY|
021088823|B Luxembourg|Central Bank of Luxembourg|New York|NY|
021088852|Db Inv a|Asian Development Bank - Inv a|New York|NY|
021088865|Db Inv Adf|Asian Development Bank-Inv Adf|New York|NY|
021088904|Ngland Scb|Bank of England - Sec Cust B|New York|NY|
021088917|Adb Caip Af|North Amer Dev Bk - U.S. Caip Af|New York|NY|
021088946|Rbny Tri Party|Frbny Tri Party Account|New York|NY|
021088962|Cr Peru Aladi|Banco Cent.Res.Peru/agent for Aladi|New York|NY|
021089275|Rbfx Account|Frbnyfx Account|New York|NY|
021089327|Auritius Sp|Bank of Mauritius-Special Dep. Acct.|New York|NY|
021089356|Ozambique Grm|Mocambique-Grm/usaid|New York|NY|
021089372|Ngland Euro Note|Bank of England Euro Loan Note Acct|New York|NY|
021089385|Anzania Prbs|Bank of Tanzania-Prbs Account|New York|NY|
021089398|Gypt Govt Mod Fmf|Government of Egypt Mod Fmf|New York|NY|
021089408|Cb Greece|Ecb Acct Gr, Banque De Grece|New York|NY|
021089411|Uwaitb|Central Bank of Kuwait B Account|New York|NY|
021089424|Fdb-Hipc Trust|African Development Bank-Hipc Trust|New York|NY|
021089437|Rbny Agent|Frbny As Agent|New York|NY|
021089440|B Paraguay Ip|Banco Central Del Paraguay-Investmen|New York|NY|
021089453|Akistan Ida|State Bank of Pakistan-Ida|New York|NY|
021089466|B China Des Acct|PeopleS Bk of China Designated Acct|New York|NY|
021089479|Erbia|National Bank of Serbia|New York|NY|
021089482|S Treas Buyback|U.S Treasury Buyback- Frbny As Agent|New York|NY|
021089495|Azakhstan Mf|Natl Bank of Kazakhstan-Mf Acct|New York|NY|
021089505|Gypt Sovergn Debt|Cent Bk Egypt-Behalf Gov-Sov Debt Ac|New York|NY|
021089576|Rinidad Mirror|Cntrl Bk of Trinidad & Tobago Mirror|New York|NY|
021089592|Ndonesia Des Acct|Bank Indonesia Designated Acct|New York|NY|
021089602|B China Des B|PeopleS Bank of China Designated B|New York|NY|
021089615|Uriname Ramp|Centrale Bank Van Suriname Ramp Acct|New York|NY|
021089628|Rbaml|Frbny - Mbs Acct Baml|New York|NY|
021089631|Rbarx|Frbny - Mbs Acct Barx|New York|NY|
021089644|Rmbs2|Frbny - Mbs Account 2|New York|NY|
021089657|Rbmbs|Frbny - Mbs Account|New York|NY|
021089660|B Paraguay Ramp|Banco Central Del Paraguay - Ramp Ac|New York|NY|
021089673|Rbnpp|Frbny - Mbs Acct Bnpp|New York|NY|
021089686|Rbmbc|Frbny - Mbs Acct C|New York|NY|
021089699|Rcsfb|Frbny - Mbs Acct Csfb|New York|NY|
021089709|Rbmdb|Frbny - Mbs Acct Db|New York|NY|
021089712|Rbmgs|Frbny - Mbs Acct Gs|New York|NY|
021089725|Rbjef|Frbny - Mbs Acct Jef|New York|NY|
021089738|Rbjpm|Frbny - Mbs Acct Jpm|New York|NY|
021089741|Rmsdw|Frbny - Mbs Acct Msdw|New York|NY|
021089754|Rmzho|Frbny - Mbs Acct Mzho|New York|NY|
021089767|Rbnom|Frbny - Mbs Acct Nom|New York|NY|
021089783|Rbrbc|Frbny - Mbs Acct Rbc|New York|NY|
021089796|Rbrbs|Frbny - Mbs Acct Rbs|New York|NY|
021089806|Rubsw|Frbny - Mbs Acct Ubsw|New York|NY|
021089819|Rdaiw|Frbny - Mbs Acct Daiw|New York|NY|
021089835|Rbsoc|Frbny- Mbs Acct Sg Americas|New York|NY|
021089848|Rbbrn|Frbny - Mbs Acct Brean Capital|New York|NY|
021089851|Rbmfg|Frbny- Mbs Acct Mischler|New York|NY|
021089864|Rloop|Frbny - Mbs Acct Loop Cap|New York|NY|
021089877|Rsgny|Frbny - Mbs Acct Sg New York|New York|NY|
021089880|Rcsag|Frbny Mbs Acct Csag New York|New York|NY|
021089893|Runei Cb|Autoriti Monetari Brunei Darussalam|New York|NY|
021089903|Rbwfs|Frbny-Mbs Acct Wf Securties|New York|NY|
021089916|Yl Mon Auth Bhuta|Royal Monetary Authority of Bhutan-R|New York|NY|
021089929|Ierra Leone Spcl|Sierra Leone - Special Account 2|New York|NY|
021089932|Entral Bk Kosovo|Central Bank of the Republic of Koso|New York|NY|
021089945|Cc Account|Federal Communications Commission|New York|NY|
021101108|Achovia Bk Na Ct|Wells Fargo Bank, Na|Newark|NJ|
021101425|D Bank, Na|Td Bank, Na|Lewiston|ME|
021101438|O Amer Bk Ct|Webster Bank, N.A.|Stratford|CT|
021103986|Illage Bk Conn|Webster Bank|Ridgefield|CT|
021110209|Ewalliance Bk|Newalliance Bank|Buffalo|NY|
021110966|Ank of New Canaan|Bankwell Bank|New Canaan|CT|
021112935|Atriot Bank Na|Patriot Bank, National Association|Stamford|CT|
021113125|Reenwich Btc Conn|Connecticut Community Bank, N.A.|Greenwich|CT|
021113251|T Community Bk Na|Connecticut Community Bank, N.A.|Westport|CT|
021113662|Ankwell Bank|Bankwell Bank|New Canaan|CT|
021113688|Bbey Natl Ct|Abbey National Treasury Services|Stamford|CT|
021114111|Arien Rowayton Bk|Darien Rowayton Bank|Darien|CT|
021114153|St Bk Greenwich|The First Bank of Greenwich|Greenwhich|CT|
021114221|Ank of Ireland|Bank of Ireland|Stamford|CT|
021114483|Ank of New Canaan|Bankwell Bank|New Canaan|CT|
021114661|Bs|The Rbs Plc Ct Branch|Greenwich|CT|
021200957|D Bank, Na|Td Bank, Na|Cherry Hill|NJ|
021201011|Nited Cranford|Meridian Bank, New Jersey|Cranford|NJ|
021201503|D Bank, Na|Td Bank, Na|Lewiston|ME|
021201943|Nited Plainfield|Unitedtrust Bank|Pittsburgh|PA|
021202719|K of Ny Na Ncd|Jpmorgan Chase Bank, Na|Carlstadt|NJ|
021203792|Atl Branchville|Lakeland Bank|Branchville|NJ|
021203970|Essemer Trco Nj|Bessemer Trust Company|Woodbridge|NJ|
021204403|Alley Natl Bank|Valley National Bank|Shrewsbury|NJ|
021204416|Mboy Old Bridge|Amboy Bank|Old Bridge|NJ|
021205237|Eapack Gladstone|Peapack-Gladstone Bank|Gladstone|NJ|
021205376|Akeland Bank Nj|Lakeland Bank|Oak Ridge|NJ|
021205648|Onnectone Bank|Connectone Bank|Englewood Cliffs|NJ|
021205871|D Bank, Na|Td Bank, Na|Saddle Brook|NJ|
021206249|Ussex Bank|Sussex Bank|Franklin|NJ|
021206469|Errill Nj|Bank of America, Na|Pennington|NJ|
021206537|Alley Passaic|Valley National Bank|Livingston|NJ|
021206566|Alley Passaic|Valley National Bank|Totowa|NJ|
021207044|Alley Passaic|Greater Community Bank|Totowa|NJ|
021207154|Stconstitutionbk|1st Constitution Bank|Cranbury|NJ|
021207413|Restige State Bk|Td Bank, Na|Flemington|NJ|
021209990|Kylands Comm Nj|Fulton Bank of New Jersey|Hackettstown|NJ|
021210044|Omerset Valley Nj|Fulton Bank of New Jersey|Somerville|NJ|
021210057|Nity Bank Nj|Unity Bank|Clinton|NJ|
021210112|Stbk Americano|First Bankamericano|Brick|NJ|
021213096|Nited Heritage Bk|Cathay Bank|Edison|NJ|
021213180|Earny Bank Nj|Kearny Bank|Fairfield|NJ|
021213216|He Town Bank|The Town Bank|Westfield|NJ|
021213232|Akeland State Nj|Lakeland Bank|Oakridge|NJ|
021213313|Rand Bank Nj|Metlife Bank, N.A.(Grand Division)|Monmouth Junction|NJ|
021213339|Alley Passaic|Greater Community Bank|Totowa|NJ|
021213368|D Bank, Na|Td Bank, Na|Lewiston|ME|
021213371|Ew Millennium Bk|New Millennium Bank|Fort Lee|NJ|
021213397|Terling National|Sterling National Bank|Lodi|NJ|
021213410|Illtop Comm Bk|Haven Savings Bank|Hoboken|NJ|
021213449|Nvestors Sb|Investors Bank|Newark|NJ|
021213465|Wo River Commbk|Two River Community Bank|Middletown|NJ|
021213481|Cb Community Bank|Bcb Community Bank|South Orange|NJ|
021213504|Umson Fair Haven|1st Constitution Bank|Cranbery|NJ|
021213520|Cb Community Bank|Bcb Community Bank|Bayonne|NJ|
021213559|Arinerbk|MarinerS Bank|Edgewater|NJ|
021213591|Ynchrony Bank|Synchrony Bank|Draper|UT|
021213698|Ascack Comm Bk|Lakeland Bank|Newfoundland|NJ|
021213711|Nterprise Bank|Enterprise Bank Nj|Kenilworth|NJ|
021213818|Tlantic Community|Atlantic Community Bankers Bank|Camp Hill|PA|
021213892|Itizens Comm Bk|North Jersey Community Bank|Ridgewood|NJ|
021213944|Onnectone Bank|Connectone Bank|Englewood Cliffs|NJ|
021214066|Ndus American Bk|Indus American Bank|Edison|NJ|
021214082|Irst Commerce Bk|First Commerce Bank|Lakewood|NJ|
021214095|Ighlands St Bank|Highlands State Bank|Vernon|NJ|
021214105|Orthfield Bank|Northfield Bank|Cranford|NJ|
021214163|Irst Bank|First Bank|Hamilton|NJ|
021214189|Ank of New Jersey|Bank of New Jersey|Fort Lee|NJ|
021214273|Ross River Bk|Cross River Bank|Teaneck|NJ|
021214325|Ank of Hope|Bank of Hope|Los Angeles|CA|
021214435|Egal Bank|Regal Bank|Livingston|NJ|
021214493|Reedom Bank|Freedom Bank|Maywood|NJ|
021214862|Ross River|Cross River Bank|Teaneck|NJ|
021214888|Rown Bank|Crown Bank|Elizabeth|NJ|
021214891|Ross River Bk|Cross River Bank|Teaneck|NJ|
021272655|Itibank Fsb Nj|Citibank, N.A.|Parsippany|NJ|
021272684|Itibank Fsb|Citibank Fsb|Englewood Cliffs|NJ|
021272707|Ort Lee Fsb|Alma Bank|Fort Lee|NJ|
021272723|Ash Mut Bank|Jpmorgan Chase Bank, Na|Valley Stream|NY|
021272749|Addle River Valle|Connectone Bank|New York|NY|
021272778|S Private Bank|Morgan Stanley Private Bank Na|Purchase|NY|
021283547|Ffinity Fcu|Affinity Federal Credit Union|New Brunswick|NJ|
021300077|Eybank Albany|Keybank National Association|Albany|NY|
021300336|Nbank Tr Syracuse|Manufacturers & Traders Trust|Syracuse|NY|
021300912|Rustco Bank|Trustco Bank|Glenville|NY|
021302567|D Bank, Na|Td Bank, Na|Williston|VT|
021302648|Ompkins Ithaca|Tompkins Trust Company|Ithaca|NY|
021302978|Bu Bank|Sbu Bank|Little Falls|NY|
021303472|Ommunity Bk Syr|Community Bank, Na|Oneonta|NY|
021303511|Atl Norwich|Nbt National Association|Syracuse|NY|
021303618|Atl Norwich|Nbt National Association|Whitney Point|NY|
021305386|Ommunity Bk Syr|Community Bank, Na|Dewitt|NY|
021305577|Atl Norwich|Nbt National Association|Canajoharie|NY|
021307559|Ommunity Bk Dew|Community Bank, Na|Syracuse|NY|
021307708|D Bank, N a|Td Bank, Na|Keeseville|NY|
021308781|Ommunity Bk Syr|Community Bank N.A.|Tupper Lake|NY|
021308833|Ayne Co Honesdale|Wayne Bank|Honesdale|PA|
021309285|Sb Municipal Bank|Wsb Municipal Bank|Watertown|NY|
021309638|Irst Nat of Nny|Nbt Bank, N.A.|Norfolk|NY|
021309997|Itizens Bk Cv|Citizens Bank of Cape Vincent|Cape Vincent|NY|
021310465|Pstate Natl|The Upstate National Bank|Lisbon|NY|
021310591|Tate Chittenango|Community Bank, Na|Syracuse|NY|
021311529|Aratoga Natl B&Tc|Saratoga National Bk & T/c|Saratoga Springs|NY|
021312971|Hemung Elmira|Chemung Canal Trust Company|Albany|NY|
021313103|Bs Citizens, N.A.|Citizens Bank, National Association|Albany|NY|
021313734|Athfinder Comm Bk|Pathfinder Bank|Oswego|NY|
021313925|Ioneer Comm Bk|Pioneer Commercial Bank|Albany|NY|
021372940|Bs Citizens, N.A.|Rbs Citizens, N.A.|Albany|NY|
021373059|Atriot Fed Bk|Patriot Federal Bank|Canajoharie|NY|
021401617|Alley Passaic|Valley National Bank|New Hyde Park|NY|
021405464|Eoples Bank|PeopleS United Bank, Na|Bridgeport|CT|
021407912|Apital One Na|Capital One, Na|Melville|NY|
021408597|Eoples Bank|PeopleS United Bank, Na|Bridgeport|CT|
021412114|Ycx|New York Commercial Bank|Westbury|NY|
021413155|Atl Bridgehampton|Bridgehampton National Bank|Southampton|NY|
021413388|Mer Community Bk|American Community Bank|Glen Cove|NY|
021413935|Atl Bridgehampton|Bridgehampton National Bank|Bridgehampton|NY|
021414280|Atl Bridgehampton|Bridgehampton National Bank|Bridgehampton|NY|
021414426|Mpire Natl Bank|Empire National Bank|Islandia|NY|
021414455|Old Coast Bank|Gold Coast Bank|Islandia|NY|
021473030|Uontic Bank|Quontic Bank|Great Neck|NY|
